Index,orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
707,708,Paul Lucas,Standard Class,2573.82,9,0.0,746.4078,Home Office,South,Kentucky,Chairs                                            ,Furniture,6,Sonntag,1,2013,10,1,2013,4
708,709,Paul Lucas,Second Class,600.558,3,0.3,-8.5794,Home Office,Central,Texas,Chairs                                            ,Furniture,26,Donnerstag,12,2013,28,12,2013,2
709,710,Rob Dowd,Second Class,457.568,2,0.2,51.4764,Consumer,West,Washington,Chairs                                            ,Furniture,1,Freitag,3,2013,6,3,2013,5
710,711,Art Miller,Standard Class,600.558,3,0.3,-8.5794,Consumer,Central,Illinois,Chairs                                            ,Furniture,17,Mittwoch,2,2016,22,2,2016,5
711,712,Randy Bradley,Standard Class,600.558,3,0.3,-8.5794,Consumer,Central,Texas,Chairs                                            ,Furniture,27,Sonntag,3,2016,1,4,2016,5
712,713,Sean Wendt,Second Class,2001.86,7,0.0,580.5394,Home Office,Central,Minnesota,Chairs                                            ,Furniture,1,Samstag,6,2013,6,6,2013,5
713,714,John Castell,Second Class,915.136,4,0.2,102.9528,Home Office,West,California,Chairs                                            ,Furniture,13,Donnerstag,3,2014,18,3,2014,5
714,715,John Castell,Same Day,933.536,4,0.2,105.0228,Consumer,West,Arizona,Chairs                                            ,Furniture,15,Mittwoch,4,2015,15,4,2015,0
715,716,Mark Haberlin,Standard Class,1458.65,5,0.0,423.0085,Corporate,Central,Michigan,Chairs                                            ,Furniture,7,Samstag,5,2016,11,5,2016,4
716,717,Lauren Leatherbury,Standard Class,408.422,2,0.3,-5.8346,Consumer,Central,Texas,Chairs                                            ,Furniture,26,Samstag,4,2014,30,4,2014,4
717,718,Ralph Kennedy,Standard Class,408.422,2,0.3,-5.8346,Consumer,Central,Illinois,Chairs                                            ,Furniture,2,Mittwoch,7,2014,6,7,2014,4
718,719,Helen Abelman,Second Class,1166.92,5,0.2,131.2785,Home Office,South,Florida,Chairs                                            ,Furniture,29,Samstag,3,2014,31,3,2014,2
719,720,Pete Takahito,Second Class,466.768,2,0.2,52.5114,Corporate,West,Colorado,Chairs                                            ,Furniture,13,Sonntag,9,2015,15,9,2015,2
720,721,Bradley Drucker,Same Day,700.152,3,0.2,78.7671,Corporate,West,California,Chairs                                            ,Furniture,16,Mittwoch,7,2014,16,7,2014,0
721,722,Evan Henry,Standard Class,2888.127,11,0.1,609.7157,Consumer,East,New York,Chairs                                            ,Furniture,20,Dienstag,9,2016,26,9,2016,6
722,723,Evan Henry,Standard Class,242.352,3,0.2,15.147,Consumer,South,North Carolina,Chairs                                            ,Furniture,16,Samstag,7,2016,23,7,2016,7
723,724,Evan Henry,Standard Class,90.882,1,0.1,15.147,Corporate,East,New York,Chairs                                            ,Furniture,3,Montag,2,2014,7,2,2014,4
724,725,Lycoris Saunders,First Class,403.92,5,0.2,25.245,Home Office,West,Oregon,Chairs                                            ,Furniture,12,Samstag,12,2015,14,12,2015,2
725,726,Lycoris Saunders,Same Day,323.136,4,0.2,20.196,Consumer,West,California,Chairs                                            ,Furniture,31,Freitag,10,2014,31,10,2014,0
726,727,Robert Dilbeck,Standard Class,201.96,2,0.0,50.49,Corporate,Central,Wisconsin,Chairs                                            ,Furniture,26,Samstag,9,2015,1,10,2015,5
727,728,Tonja Turnell,Standard Class,161.568,2,0.2,10.098,Consumer,West,Arizona,Chairs                                            ,Furniture,18,Montag,7,2016,23,7,2016,5
728,729,Tamara Dahlen,Standard Class,605.88,6,0.0,151.47,Home Office,East,Rhode Island,Chairs                                            ,Furniture,31,Dienstag,12,2013,7,1,2014,7
729,730,William Brown,Standard Class,212.058,3,0.3,-15.147,Home Office,Central,Texas,Chairs                                            ,Furniture,27,Samstag,12,2014,31,12,2014,4
730,731,Irene Maddox,First Class,908.82,9,0.0,227.205,Consumer,East,Maryland,Chairs                                            ,Furniture,21,Donnerstag,4,2016,23,4,2016,2
731,732,Irene Maddox,Second Class,1242.9,5,0.1,262.39,Home Office,East,New York,Chairs                                            ,Furniture,30,Mittwoch,11,2016,2,12,2016,2
732,733,Gary Zandusky,Standard Class,1325.76,6,0.2,149.148,Consumer,West,California,Chairs                                            ,Furniture,21,Samstag,12,2013,27,12,2013,6
733,734,Annie Cyprus,Standard Class,1740.06,9,0.3,-24.858,Consumer,Central,Texas,Chairs                                            ,Furniture,8,Sonntag,9,2013,12,9,2013,4
734,735,Clay Rozendal,Standard Class,1325.76,6,0.2,149.148,Home Office,West,Colorado,Chairs                                            ,Furniture,25,Samstag,4,2015,29,4,2015,4
735,736,Christopher Martinez,Standard Class,220.96,1,0.2,24.858,Consumer,West,Washington,Chairs                                            ,Furniture,15,Sonntag,5,2016,20,5,2016,5
736,737,Christopher Martinez,Standard Class,662.88,3,0.2,74.574,Consumer,South,Tennessee,Chairs                                            ,Furniture,20,Freitag,12,2013,25,12,2013,5
737,738,Christopher Martinez,Standard Class,883.84,4,0.2,99.432,Corporate,West,Arizona,Chairs                                            ,Furniture,24,Mittwoch,12,2014,28,12,2014,4
738,739,Matt Collins,Standard Class,662.88,3,0.2,74.574,Consumer,West,Colorado,Chairs                                            ,Furniture,9,Donnerstag,7,2015,13,7,2015,4
739,740,Matt Collins,Standard Class,966.7,5,0.3,-13.81,Consumer,Central,Texas,Chairs                                            ,Furniture,8,Sonntag,9,2013,15,9,2013,7
740,741,Khloe Miller,Standard Class,883.84,4,0.2,99.432,Consumer,West,New Mexico,Chairs                                            ,Furniture,14,Freitag,11,2014,19,11,2014,5
741,742,Khloe Miller,Second Class,386.68,2,0.3,-5.524,Corporate,East,Pennsylvania,Chairs                                            ,Furniture,14,Samstag,3,2015,16,3,2015,2
742,743,Khloe Miller,Second Class,441.92,2,0.2,49.716,Consumer,West,Arizona,Chairs                                            ,Furniture,14,Montag,7,2014,19,7,2014,5
743,744,Kelly Williams,Standard Class,828.6,3,0.0,240.294,Home Office,Central,Indiana,Chairs                                            ,Furniture,26,Samstag,11,2016,1,12,2016,5
744,745,Kelly Williams,First Class,614.272,8,0.2,-23.0352,Consumer,West,Washington,Chairs                                            ,Furniture,30,Sonntag,10,2016,2,11,2016,3
745,746,Kelly Williams,First Class,470.302,7,0.3,-87.3418,Home Office,Central,Illinois,Chairs                                            ,Furniture,13,Montag,6,2016,16,6,2016,3
746,747,Carl Weiss,Standard Class,172.764,2,0.1,13.4372,Home Office,East,New York,Chairs                                            ,Furniture,8,Sonntag,9,2013,13,9,2013,5
747,748,Carl Weiss,Second Class,153.568,2,0.2,-5.7588,Consumer,West,California,Chairs                                            ,Furniture,21,Mittwoch,1,2015,23,1,2015,2
748,749,Christine Abelman,Standard Class,307.136,4,0.2,-11.5176,Corporate,West,Washington,Chairs                                            ,Furniture,25,Donnerstag,9,2014,30,9,2014,5
749,750,Edward Nazzal,Standard Class,191.96,2,0.0,32.6332,Corporate,Central,Michigan,Chairs                                            ,Furniture,10,Mittwoch,12,2014,16,12,2014,6
750,751,Edward Nazzal,Standard Class,479.9,5,0.0,81.583,Home Office,Central,Minnesota,Chairs                                            ,Furniture,17,Sonntag,11,2013,21,11,2013,4
751,752,Michelle Tran,Second Class,85.246,2,0.3,-1.2178,Consumer,Central,Texas,Chairs                                            ,Furniture,2,Mittwoch,12,2015,4,12,2015,2
752,753,Bobby Elias,Second Class,182.67,3,0.0,52.9743,Corporate,South,Georgia,Chairs                                            ,Furniture,29,Sonntag,11,2015,2,12,2015,3
753,754,Bobby Elias,Standard Class,767.214,14,0.1,161.9674,Home Office,East,New York,Chairs                                            ,Furniture,27,Freitag,12,2013,31,12,2013,4
754,755,Don Jones,Standard Class,85.246,2,0.3,-1.2178,Consumer,East,Ohio,Chairs                                            ,Furniture,6,Sonntag,9,2015,12,9,2015,6
755,756,Michelle Tran,Standard Class,146.136,3,0.2,16.4403,Corporate,South,Florida,Chairs                                            ,Furniture,12,Mittwoch,11,2014,19,11,2014,7
756,757,Brendan Sweed,First Class,48.712,1,0.2,5.4801,Consumer,West,Washington,Chairs                                            ,Furniture,7,Donnerstag,3,2013,8,3,2013,1
757,758,Brendan Sweed,Second Class,383.607,9,0.3,-5.4801,Consumer,Central,Illinois,Chairs                                            ,Furniture,12,Samstag,7,2014,17,7,2014,5
758,759,Frank Carlisle,First Class,97.424,2,0.2,10.9602,Corporate,South,Tennessee,Chairs                                            ,Furniture,5,Freitag,12,2014,8,12,2014,3
759,760,Michael Dominguez,Standard Class,389.696,8,0.2,43.8408,Consumer,South,Tennessee,Chairs                                            ,Furniture,28,Freitag,2,2014,4,3,2014,4
760,761,Michael Dominguez,Standard Class,481.568,2,0.2,54.1764,Corporate,West,Washington,Chairs                                            ,Furniture,7,Donnerstag,3,2013,12,3,2013,5
761,762,Guy Armstrong,Second Class,300.98,1,0.0,87.2842,Consumer,South,Kentucky,Chairs                                            ,Furniture,29,Donnerstag,12,2016,1,1,2017,3
762,763,Karl Brown,Second Class,963.136,4,0.2,108.3528,Corporate,West,Washington,Chairs                                            ,Furniture,12,Freitag,2,2016,14,2,2016,2
763,764,Karl Brown,Second Class,421.372,2,0.3,-6.0196,Consumer,Central,Illinois,Chairs                                            ,Furniture,20,Dienstag,8,2013,25,8,2013,5
764,765,Karl Brown,Standard Class,1805.88,6,0.0,523.7052,Consumer,Central,Oklahoma,Chairs                                            ,Furniture,21,Montag,3,2016,27,3,2016,6
765,766,Shahid Hopkins,Standard Class,1474.802,7,0.3,-21.0686,Consumer,East,Ohio,Chairs                                            ,Furniture,13,Freitag,11,2015,17,11,2015,4
766,767,Anna Andreadi,Standard Class,722.352,3,0.2,81.2646,Corporate,West,California,Chairs                                            ,Furniture,14,Mittwoch,5,2014,19,5,2014,5
767,768,Anna Andreadi,Second Class,240.784,1,0.2,27.0882,Consumer,West,California,Chairs                                            ,Furniture,23,Donnerstag,10,2014,27,10,2014,4
768,769,Beth Thompson,Standard Class,239.96,10,0.3,-10.284,Corporate,East,Pennsylvania,Chairs                                            ,Furniture,4,Sonntag,12,2016,9,12,2016,5
769,770,Ashley Jarboe,Standard Class,47.992,2,0.3,-2.0568,Consumer,East,Ohio,Chairs                                            ,Furniture,8,Sonntag,5,2016,12,5,2016,4
770,771,Ashley Jarboe,Second Class,191.968,7,0.2,16.7972,Home Office,West,Arizona,Chairs                                            ,Furniture,11,Sonntag,5,2014,16,5,2014,5
771,772,Denise Leinenbach,Standard Class,95.984,4,0.3,-4.1136,Consumer,Central,Texas,Chairs                                            ,Furniture,9,Donnerstag,4,2015,13,4,2015,4
772,773,Art Ferguson,Second Class,191.968,7,0.2,16.7972,Consumer,West,California,Chairs                                            ,Furniture,23,Donnerstag,10,2014,27,10,2014,4
773,774,Art Ferguson,Standard Class,47.992,2,0.3,-2.0568,Corporate,Central,Illinois,Chairs                                            ,Furniture,12,Donnerstag,11,2015,18,11,2015,6
774,775,Julia Dunbar,Second Class,403.56,4,0.0,96.8544,Corporate,Central,Wisconsin,Chairs                                            ,Furniture,26,Sonntag,7,2015,29,7,2015,3
775,776,Julia Dunbar,Standard Class,242.136,3,0.2,12.1068,Consumer,West,California,Chairs                                            ,Furniture,22,Donnerstag,10,2015,28,10,2015,6
776,777,Julia Dunbar,Second Class,90.801,1,0.1,14.1246,Home Office,East,New York,Chairs                                            ,Furniture,3,Samstag,9,2016,6,9,2016,3
777,778,Fred Chung,Second Class,302.67,3,0.0,72.6408,Consumer,Central,Michigan,Chairs                                            ,Furniture,17,Sonntag,1,2016,19,1,2016,2
778,779,Fred Chung,Standard Class,605.34,6,0.0,145.2816,Corporate,South,Arkansas,Chairs                                            ,Furniture,18,Freitag,10,2013,22,10,2013,4
779,780,Fred Chung,Standard Class,302.67,3,0.0,72.6408,Consumer,Central,Oklahoma,Chairs                                            ,Furniture,29,Freitag,7,2016,3,8,2016,5
780,781,Randy Ferguson,Standard Class,872.32,4,0.0,244.2496,Consumer,East,Massachusetts,Chairs                                            ,Furniture,7,Dienstag,5,2013,12,5,2013,5
781,782,Frank Price,Standard Class,1526.56,7,0.0,427.4368,Corporate,Central,Wisconsin,Chairs                                            ,Furniture,25,Freitag,3,2016,31,3,2016,6
782,783,Anna Gayman,First Class,872.32,4,0.0,244.2496,Home Office,East,Rhode Island,Chairs                                            ,Furniture,20,Sonntag,9,2015,22,9,2015,2
783,784,Rick Hansen,First Class,763.28,5,0.3,-21.808,Consumer,Central,Texas,Chairs                                            ,Furniture,15,Sonntag,12,2013,18,12,2013,3
784,785,Gary Hansen,Standard Class,305.312,2,0.3,-8.7232,Corporate,Central,Texas,Chairs                                            ,Furniture,19,Samstag,11,2016,25,11,2016,6
785,786,Michelle Lonsdale,Standard Class,348.928,2,0.2,34.8928,Consumer,West,California,Chairs                                            ,Furniture,12,Freitag,12,2014,16,12,2014,4
786,787,Nick Radford,Standard Class,523.392,3,0.2,52.3392,Corporate,West,California,Chairs                                            ,Furniture,9,Mittwoch,11,2016,13,11,2016,4
787,788,Nick Radford,Standard Class,113.372,2,0.3,-3.2392,Corporate,Central,Illinois,Chairs                                            ,Furniture,28,Mittwoch,12,2016,1,1,2017,4
788,789,Dennis Kane,Standard Class,194.352,3,0.2,19.4352,Consumer,West,California,Chairs                                            ,Furniture,26,Donnerstag,11,2015,30,11,2015,4
789,790,Raymond Fair,Standard Class,170.058,3,0.3,-4.8588,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,22,Samstag,6,2013,27,6,2013,5
790,791,Theresa Swint,Second Class,388.704,6,0.2,38.8704,Corporate,West,Washington,Chairs                                            ,Furniture,21,Sonntag,8,2016,25,8,2016,4
791,792,Theresa Swint,Standard Class,161.96,2,0.0,45.3488,Home Office,Central,Oklahoma,Chairs                                            ,Furniture,7,Samstag,9,2013,13,9,2013,6
792,793,Theresa Swint,Standard Class,340.116,6,0.3,-9.7176,Home Office,Central,Texas,Chairs                                            ,Furniture,13,Freitag,9,2013,17,9,2013,4
